gene,log2FoldChange,stat,pvalue,padj,xiao
B3GNT5,0.371635263228651,3.88911378820056,1.0061094028041e-4,0.0013997383081309,0.0326920383410617
B3GNT9,0.432220223121915,1.62540279089435,0.104076761625863,0.285678613523007,0.376080163918261
B3GNTL1,-0.179040877620704,-0.96957278809463,0.332259482289197,0.574920434346851,0.82096546981263
B4GALNT1,-0.062396664592132,-0.427484497013191,0.669026474553613,0.832963593509961,0.975232676272606
B4GALNT3,-0.376074959113339,-1.12354468767687,0.261206232551782,0.501677200431374,0.603590098529786
B4GALT1,0.514458770499485,6.7077143142875,1.97696488552684e-11,1.0241664593057801e-9,3.11338467411793e-6
B4GALT2,-0.10256118469652,-1.62155176066092,0.104899358626999,0.287298032312447,0.793540874329766
B4GALT3,-0.044633282506697,-0.483163362082509,0.62897974740288,0.809075268275354,0.979518162551717
B4GALT4,0.235668266646881,2.06890265566089,0.0385552223413948,0.148466029116628,0.46428503053585
B4GALT5,0.177463415633951,1.88979338867523,0.058785598125788,0.198380319994834,0.604770526325444
B4GALT6,-0.10889440535949,-0.902124824385134,0.366990563207634,0.60761920310564,0.896588891723651
B4GALT7,-0.0514321547510344,-0.490652875360082,0.623671981999617,0.805311564756025,0.976009752613806
B4GAT1,-0.100833283320402,-1.15706089876628,0.247247480408842,0.486847768222371,0.868575338728402
B9D1,-0.141286167176476,-0.770330823911831,0.441103676407307,0.671821587492139,0.89079652612495
BAALC,-0.128121720147076,-0.780976699953005,0.434816198774819,0.666480171538236,0.898791809322398
BAALC-AS1,-0.337990377733909,-1.40504726444764,0.160007224071537,0.374788029933584,0.538278259754618
BACE1,0.0922491074530137,1.41681815663428,0.156536099830788,0.370074425464302,0.842759986092372
BACE1-AS,-0.109388941780234,-1.42336026146832,0.154631746040624,0.367619613070249,0.815301494276118
BACE2,1.01218858407616,11.5889173158217,4.69023613938029e-31,1.11716572871618e-28,2.00230169716926e-31
BACE2-IT1,1.40007658061368,5.01144322227043,5.40233238904286e-7,1.36690882700782e-5,1.67932154298274e-9
BACH1,0.184225379429685,2.59780665334243,0.00938213053900225,0.0546664417529802,0.423103355083515
BACH1-IT2,0.267781155115634,1.42546817361601,0.154021913656424,0.366801023472419,0.605968302659913
